HP:0000001	C0444868	All
HP:0100449	C4022078	Curved distal phalanx of the 3rd toe
HP:0100450	C4022077	Curved distal phalanx of the 4th toe
HP:0100451	C4022076	Curved distal phalanx of the 5th toe
HP:0100452	C4022075	Osteolytic defects of the middle phalanx of the 3rd toe
HP:0100453	C4022074	Osteolytic defects of the middle phalanx of the 4th toe
HP:0100454	C4022073	Osteolytic defects of the middle phalanx of the 5th toe
HP:0100455	C4022072	Osteolytic defects of the proximal phalanx of the 3rd toe
HP:0100456	C4022071	Osteolytic defects of the proximal phalanx of the 4th toe
HP:0100457	C4022070	Osteolytic defects of the proximal phalanx of the 5th toe
HP:0100458	C4022069	Osteolytic defects of the distal phalanx of the 3rd toe
HP:0100459	C4022068	Osteolytic defects of the distal phalanx of the 4th toe
HP:0100460	C4022067	Osteolytic defects of the distal phalanx of the 5th toe
HP:0100461	C4022066	Patchy sclerosis of the middle phalanx of the 3rd toe
HP:0100462	C4022065	Patchy sclerosis of the middle phalanx of the 4th toe
HP:0100463	C4022064	Patchy sclerosis of the middle phalanx of the 5th toe
HP:0100464	C4022063	Patchy sclerosis of the proximal phalanx of the 3rd toe
HP:0100465	C4022062	Patchy sclerosis of the proximal phalanx of the 4th toe
HP:0100466	C4022061	Patchy sclerosis of the proximal phalanx of the 5th toe
HP:0100467	C4022060	Patchy sclerosis of the distal phalanx of the 3rd toe
HP:0100468	C4022059	Patchy sclerosis of the distal phalanx of the 4th toe
HP:0100469	C4022058	Patchy sclerosis of the distal phalanx of the 5th toe
HP:0100470	C4022057	Symphalangism affecting the middle phalanx of the 3rd toe
HP:0100471	C4022056	Symphalangism affecting the middle phalanx of the 4th toe
HP:0100472	C4022055	Symphalangism affecting the middle phalanx of the 5th toe
HP:0100473	C4022054	Symphalangism affecting the proximal phalanx of the 3rd toe
HP:0100474	C4022053	Symphalangism affecting the proximal phalanx of the 4th toe
HP:0100475	C4022052	Symphalangism affecting the proximal phalanx of the 5th toe
HP:0100476	C4022051	Symphalangism affecting the distal phalanx of the 3rd toe
HP:0100477	C4022050	Symphalangism affecting the distal phalanx of the 4th toe
HP:0100478	C4022049	Symphalangism affecting the distal phalanx of the 5th toe
HP:0100480	C4020975	Proximal/middle symphalangism of 3rd toe
HP:0100481	C4020974	Proximal/middle symphalangism of 4th toe
HP:0100482	C4020973	Proximal/middle symphalangism of 5th toe
HP:0100483	C4022048	Symphalangism of the proximal phalanx of the 2nd toe with the 2nd metatarsal
HP:0100484	C4022047	Symphalangism of the proximal phalanx of the 3rd toe with the 3rd metatarsal
HP:0100485	C4022046	Symphalangism of the proximal phalanx of the 4th toe with the 4th metatarsal
HP:0100486	C4022045	Symphalangism of the proximal phalanx of the 5th toe with the 5th metatarsal
HP:0100487	C4022044	Triangular shaped distal phalanx of the 5th toe
HP:0100488	C4022043	Synostosis of the proximal phalanx of the hallux with the 1st metatarsal
HP:0100489	C4020972	Proximal/middle symphalangism of 2nd toe
HP:0100490	C0409348	Camptodactyly of finger
HP:0100491	C4020971	Abnormality of lower limb joint
HP:0100492	C4022042	Joint contractures involving the joints of the feet
HP:0100493	C4022041	Hypoammonemia
HP:0100494	C1301149	Abnormal mast cell morphology
HP:0100495	C0024899	Mastocytosis
HP:0100496	C4022040	Abnormality of the vitamin B3 metabolism
HP:0100497	C0030783	Vitamin B3 deficiency
HP:0100498	C4022039	Deviation of toes
HP:0100499	C3806533	Tibial deviation of toes
HP:0100500	C4020970	Fibular deviation of toes
HP:0100501	C4015136	Recurrent bronchiolitis
HP:0100502	C0042847	Vitamin B12 deficiency
HP:0100503	C0039841	Vitamin B1 deficiency
HP:0100504	C0035528	Vitamin B2 deficiency
HP:0100505	C4022038	Vitamin B5 deficiency
HP:0100506	C4022037	Vitamin B8 deficiency
HP:0100507	C0016412	Folate deficiency
HP:0100508	C4022036	Abnormality of vitamin metabolism
HP:0100509	C4021863	Abnormality of vitamin C metabolism
HP:0100510	C0003969	Vitamin C deficiency
HP:0100511	C4022035	Abnormality of vitamin D metabolism
HP:0100512	C0042870	Vitamin D deficiency
HP:0100513	C0042875	Vitamin E deficiency
HP:0100514	C4022034	Abnormality of vitamin E metabolism
HP:0100515	C0042023	Pollakisuria
HP:0100516	C0041955	Neoplasm of the ureter
HP:0100516	C0153619	Neoplasm of the ureter
HP:0100517	C0041971	Neoplasm of the urethra
HP:0100518	C0013428	Dysuria
HP:0100519	C0003460	Anuria
HP:0100520	C0028961	Oliguria
HP:0100521	C3714644	Neoplasm of the thymus
HP:0100522	C0040100	Thymoma
HP:0100523	C0023885	Liver abscess
HP:0100524	C0265551	Limb duplication
HP:0100525	C0345344	Urachus fistula
HP:0100526	C0024121	Neoplasm of the lung
HP:0100527	C4022033	Neoplasia of the pleura
HP:0100528	C1266144	Pleuropulmonary blastoma
HP:0100529	C4022032	Abnormality of phosphate homeostasis
HP:0100530	C4022031	Abnormality of calcium-phosphate metabolism
HP:0100531	C4022030	Wind-swept deformity of the knees
HP:0100532	C0036416	Scleritis
HP:0100533	C4020969	Inflammatory abnormality of the eye
HP:0100534	C0014583	Episcleritis
HP:0100535	C4022029	Tibiofibular diastasis
HP:0100536	C4022028	Abnormality of the fascia
HP:0100537	C0015645	Fasciitis
HP:0100538	C4022027	Abnormality of the supraorbital ridges
HP:0100539	C0149754	Periorbital edema
HP:0100539	C0151205	Periorbital edema
HP:0100539	C0424810	Periorbital edema
HP:0100540	C0162285	Palpebral edema
HP:0100541	C0019288	Femoral hernia
HP:0100542	C4020968	Abnormal localization of kidney
HP:0100543	C0338656	Cognitive impairment
HP:0100543	C0683322	Cognitive impairment
HP:0100544	C0018809	Neoplasm of the heart
HP:0100545	C0038449	Arterial stenosis
HP:0100546	C0007282	Carotid artery stenosis
HP:0100547	C4020967	Abnormality of forebrain morphology
HP:0100548	C0015338	Exstrophy
HP:0100550	C0151937	Tendon rupture
HP:0100551	C0040582	Neoplasm of the trachea
HP:0100552	C4022026	Neoplasm of the tracheobronchial system
HP:0100553	C0431928	Hemihypertrophy of lower limb
HP:0100554	C0431810	Hemihypertrophy of upper limb
HP:0100555	C4022025	Asymmetric growth
HP:0100556	C0333662	Hemiatrophy
HP:0100557	C0431934	Hemiatrophy of lower limb
HP:0100558	C0431814	Hemiatrophy of upper limb
HP:0100559	C0023221	Lower limb asymmetry
HP:0100560	C4022024	Upper limb asymmetry
HP:0100561	C0241224	Spinal cord lesion
HP:0100562	C1260890	Diplomyelia
HP:0100563	C4022023	Diastomatomyelia
HP:0100564	C4022022	Triplomyelia
HP:0100565	C0152444	Hydromyelia
HP:0100566	C0266510	Amyelia
HP:0100568	C0014132	Neoplasm of the endocrine system
HP:0100569	C4020966	Abnormally ossified vertebrae
HP:0100570	C0007095	Carcinoid tumor
HP:0100571	C4020965	Cardiac diverticulum
HP:0100572	C4020964	Fibrous cardiac diverticulum
HP:0100573	C4022021	Muscular cardiac diverticulum
HP:0100574	C0005426	Biliary tract neoplasm
HP:0100574	C4020709	Biliary tract neoplasm
HP:0100575	C0016978	Neoplasm of the gallbladder
HP:0100575	C4020708	Neoplasm of the gallbladder
HP:0100576	C0149793	Amaurosis fugax
HP:0100577	C0010692	Urinary bladder inflammation
HP:0100578	C1280433	Lipoatrophy
HP:0100579	C4022020	Mucosal telangiectasiae
HP:0100580	C0004763	Barrett esophagus
HP:0100581	C4022019	Dilatation of renal calices
HP:0100582	C0027430	Nasal polyposis
HP:0100583	C0339293	Corneal perforation
HP:0100583	C0948060	Corneal perforation
HP:0100584	C0014118	Endocarditis
HP:0100585	C4022018	Telangiectasia of the skin
HP:0100586	C4022017	Aseptic leukocyturia
HP:0100587	C4022016	Abnormality of the preputium
HP:0100588	C0030483	Paraphimosis
HP:0100589	C0853877	Urogenital fistula
HP:0100590	C0034884	Rectal fistula
HP:0100592	C0267756	Peritoneal abscess
HP:0100593	C4022015	Calcification of cartilage
HP:0100594	C0267080	Esophageal web
HP:0100595	C0264162	Camptocormia
HP:0100596	C4020707	Absent nares
HP:0100596	C4020963	Absent nares
HP:0100598	C0034063	Pulmonary edema
HP:0100599	C0345322	Bifid penis
HP:0100600	C1868854	Penoscrotal transposition
HP:0100601	C0013537	Eclampsia
HP:0100602	C0032914	Preeclampsia
HP:0100603	C0032914	Toxemia of pregnancy
HP:0100604	C0023761	Neoplasm of the lip
HP:0100604	C4020706	Neoplasm of the lip
HP:0100605	C0023055	Neoplasm of the larynx
HP:0100606	C0035244	Neoplasm of the respiratory system
HP:0100607	C0013390	Dysmenorrhea
HP:0100608	C0025874	Metrorrhagia
HP:0100610	C4022014	Maternal hyperphenylalaninemia
HP:0100611	C4020705	Multiple glomerular cysts
HP:0100611	C4022013	Multiple glomerular cysts
HP:0100612	C0028880	Odontogenic neoplasm
HP:0100613	C4022012	Death in early adulthood
HP:0100614	C0027121	Myositis
HP:0100615	C0919267	Ovarian neoplasm
HP:0100616	C0238451	Testicular teratoma
HP:0100617	C0036631	Testicular seminoma
HP:0100618	C4022011	Leydig cell neoplasia
HP:0100619	C4020704	Sertoli cell neoplasm
HP:0100620	C0206660	Germinoma
HP:0100621	C0013377	Dysgerminoma
HP:0100622	C4022010	Maternal seizures
HP:0100623	C4022009	Abnormality of corpus cavernosum
HP:0100624	C4022008	Corpus cavernosum sclerosis
HP:0100625	C4020962	Enlarged thorax
HP:0100626	C2936476	Chronic hepatic failure
HP:0100627	C4020961	Displacement of the external urethral meatus
HP:0100628	C0014854	Esophageal diverticulum
HP:0100629	C4022007	Midline facial cleft
HP:0100630	C0027439	Neoplasia of the nasopharynx
HP:0100631	C0001624	Neoplasm of the adrenal gland
HP:0100632	C0006288	Pulmonary sequestration
HP:0100632	C4020703	Pulmonary sequestration
HP:0100633	C0014868	Esophagitis
HP:0100634	C0206754	Neuroendocrine neoplasm
HP:0100635	C4022005	Carotid paraganglioma
HP:0100636	C4022004	Pulmonary paraglioma
HP:0100638	C0031347	Neoplasm of the pharynx
HP:0100639	C4022003	Erectile abnormalities
HP:0100640	C0339880	Laryngeal cyst
HP:0100641	C0001618	Neoplasm of the adrenal cortex
HP:0100642	C0596046	Neoplasm of the adrenal medulla
HP:0100643	C4020960	Abnormality of nail color
HP:0100644	C1142305	Melanonychia
HP:0100645	C1394494	Cystocele
HP:0100646	C0040147	Thyroiditis
HP:0100647	C0018213	Graves disease
HP:0100648	C0040411	Neoplasm of the tongue
HP:0100649	C0026640	Neoplasm of the oral cavity
HP:0100649	C0149744	Neoplasm of the oral cavity
HP:0100649	C4280289	Neoplasm of the oral cavity
HP:0100650	C0042258	Vaginal neoplasm
HP:0100650	C0750081	Vaginal neoplasm
HP:0100651	C0011854	Type I diabetes mellitus
HP:0100653	C0029134	Optic neuritis
HP:0100654	C0085582	Retrobulbar optic neuritis
HP:0100656	C4022002	Thoracoabdominal wall defect
HP:0100657	C0266682	Thoracoabdominal eventration
HP:0100658	C0007642	Cellulitis
HP:0100658	C0162627	Cellulitis
HP:0100659	C4022001	Abnormality of the cerebral vasculature
HP:0100660	C0013384	Dyskinesia
HP:0100661	C0040997	Trigeminal neuralgia
HP:0100662	C0008439	Chondritis
HP:0100663	C0266677	Synotia
HP:0100665	C0002994	Angioedema
HP:0100668	C0266166	Intestinal duplication
HP:0100668	C4020702	Intestinal duplication
HP:0100669	C4020959	Abnormal pigmentation of the oral mucosa
HP:0100670	C4020958	Rough bone trabeculation
HP:0100671	C4020957	Abnormal trabecular bone morphology
HP:0100672	C1442998	Vaginal hernia
HP:0100673	C1720771	Vaginal hydrocele
HP:0100674	C1456401	Vaginal hematocele
HP:0100675	C4022000	Vaginal pyocele
HP:0100676	C4021999	Vaginal lymphocele
HP:0100677	C0155796	Vulval varicose vein
HP:0100678	C0037301	Premature skin wrinkling
HP:0100679	C0558242	Lack of skin elasticity
HP:0100679	C4021998	Lack of skin elasticity
HP:0100681	C0266135	Esophageal duplication
HP:0100682	C0265766	Tracheal atresia
HP:0100684	C0036095	Salivary gland neoplasm
HP:0100684	C0220636	Salivary gland neoplasm
HP:0100685	C4020701	Abnormal Sharpey fiber morphology
HP:0100685	C4021997	Abnormal Sharpey fiber morphology
HP:0100686	C1282952	Enthesitis
HP:0100687	C0266611	Polyotia
HP:0100689	C1096274	Decreased corneal thickness
HP:0100690	C4021996	Mosaic central corneal dystrophy
HP:0100691	C4021995	Abnormality of the curvature of the cornea
HP:0100692	C4020956	Increased corneal curvature
HP:0100693	C0423320	Iridodonesis
HP:0100694	C0426900	Tibial torsion
HP:0100695	C0398370	Lipedema
HP:0100697	C0206729	Neurofibrosarcoma
HP:0100697	C0751690	Neurofibrosarcoma
HP:0100698	C1827970	Subcutaneous neurofibromas
HP:0100699	C0008767	Scarring
HP:0100700	C4020955	Abnormality of the arachnoid mater
HP:0100701	C4021994	Abnormality of the pia mater
HP:0100702	C0078981	Arachnoid cyst
HP:0100703	C1829460	Tongue thrusting
HP:0100704	C0155320	Cortical visual impairment
HP:0100704	C4048268	Cortical visual impairment
HP:0100705	C4021993	Abnormality of the glial cells
HP:0100706	C4021992	Abnormality of the oligodendroglia
HP:0100707	C4021991	Abnormality of the astrocytes
HP:0100708	C4021990	Abnormality of the microglia
HP:0100709	C4021852	Reduction of oligodendroglia
HP:0100710	C0021125	Impulsivity
HP:0100711	C4021989	Abnormality of the thoracic spine
HP:0100712	C4021988	Abnormality of the lumbar spine
HP:0100716	C0085271	Self-injurious behavior
HP:0100717	C4021987	Abnormality of the cementum
HP:0100718	C0042143	Uterine rupture
HP:0100719	C0344516	Lens coloboma
HP:0100720	C4021986	Hypoplasia of the ear cartilage
HP:0100721	C0520743	Mediastinal lymphadenopathy
HP:0100723	C0238198	Gastrointestinal stroma tumor
HP:0100724	C0398623	Hypercoagulability
HP:0100725	C0023653	Lichenification
HP:0100726	C0036220	Kaposi's sarcoma
HP:0100727	C0019618	Histiocytosis
HP:0100728	C4021985	Germ cell neoplasia
HP:0100729	C2748652	Large face
HP:0100730	C0006281	Bronchogenic cyst
HP:0100731	C4020954	Transverse facial cleft
HP:0100732	C0267952	Pancreatic fibrosis
HP:0100733	C0030521	Neoplasm of the parathyroid gland
HP:0100734	C4020953	Abnormality of vertebral epiphysis morphology
HP:0100735	C0020546	Hypertensive crisis
HP:0100736	C4021984	Abnormal soft palate morphology
HP:0100737	C4021983	Abnormal hard palate morphology
HP:0100738	C4021982	Abnormal eating behavior
HP:0100739	C0006370	Bulimia
HP:0100742	C0027668	Vascular neoplasm
HP:0100742	C0282607	Vascular neoplasm
HP:0100743	C0034885	Neoplasm of the rectum
HP:0100744	C4021981	Abnormality of the humeroradial joint
HP:0100745	C4021980	Abnormality of the humeroulnar joint
HP:0100746	C0574044	Macrodactyly of finger
HP:0100747	C2931596	Macrodactyly of toe
HP:0100748	C4021979	Muscular edema
HP:0100749	C0008031	Chest pain
HP:0100750	C0004144	Atelectasis
HP:0100751	C0014859	Esophageal neoplasm
HP:0100752	C0345286	Abnormal liver lobulation
HP:0100753	C0036341	Schizophrenia
HP:0100754	C0338831	Mania
HP:0100755	C4021978	Abnormality of salivation
HP:0100757	C0334489	Pancreatoblastoma
HP:0100758	C0017086	Gangrene
HP:0100759	C0009080	Clubbing of fingers
HP:0100760	C0009081	Clubbing of toes
HP:0100760	C3887489	Clubbing of toes
HP:0100761	C4021977	Visceral angiomatosis
HP:0100762	C0018994	Hemobilia
HP:0100763	C0024228	Abnormality of the lymphatic system
HP:0100763	C4021976	Abnormality of the lymphatic system
HP:0100764	C0024221	Lymphangioma
HP:0100765	C4021975	Abnormality of the tonsils
HP:0100766	C4021974	Abnormal lymphatic vessel morphology
HP:0100767	C1306893	Abnormality of the placenta
HP:0100768	C0008497	Choriocarcinoma
HP:0100769	C0039103	Synovitis
HP:0100770	C0232474	Hyperperistalsis
HP:0100770	C0857071	Hyperperistalsis
HP:0100771	C0232475	Hypoperistalsis
HP:0100771	C4020700	Hypoperistalsis
HP:0100773	C4021973	Cartilage destruction
HP:0100774	C0020492	Hyperostosis
HP:0100775	C1851712	Dural ectasia
HP:0100776	C0747556	Recurrent pharyngitis
HP:0100777	C1442903	Exostoses
HP:0100778	C0010403	Cryoglobulinemia
HP:0100779	C4021972	Urogenital sinus anomaly
HP:0100780	C4021849	Conjunctival hamartoma
HP:0100781	C0262621	Abnormality of the sacroiliac joint
HP:0100783	C0266009	Breast aplasia
HP:0100784	C4021971	Peripheral arteriovenous fistula
HP:0100785	C0917801	Insomnia
HP:0100786	C0917799	Hypersomnia
HP:0100787	C0033578	Prostate neoplasm
HP:0100788	C4021970	Fused lips
HP:0100789	C0266981	Torus palatinus
HP:0100789	C0447996	Torus palatinus
HP:0100789	C1840236	Torus palatinus
HP:0100790	C0019270	Hernia
HP:0100792	C0000887	Acantholysis
HP:0100792	C0241128	Acantholysis
HP:0100795	C4021969	Abnormally straight spine
HP:0100796	C0029191	Orchitis
HP:0100797	C3276623	Toenail dysplasia
HP:0100798	C4020952	Fingernail dysplasia
HP:0100799	C0345617	Neoplasm of the middle ear
HP:0100800	C4021968	Aplasia/Hypoplasia of the pancreas
HP:0100801	C4021967	Pancreatic aplasia
HP:0100802	C1402983	Malposition of the stomach
HP:0100803	C4021966	Abnormality of the periungual region
HP:0100804	C0442880	Ungual fibroma
HP:0100806	C0036690	Sepsis
HP:0100807	C1858091	Long fingers
HP:0100808	C0038355	Gastric diverticulum
HP:0100809	C0151206	Scalp tenderness
HP:0100809	C0240940	Scalp tenderness
HP:0100809	C4073183	Scalp tenderness
HP:0100810	C4020951	Pointed helix
HP:0100811	C4021964	Aplasia/Hypoplasia of the colon
HP:0100812	C0018520	Halitosis
HP:0100813	C0037856	Testicular torsion
HP:0100814	C0265985	Blue nevus
HP:0100814	C4020699	Blue nevus
HP:0100816	C4021963	Lip hyperpigmentation
HP:0100817	C0020545	Renovascular hypertension
HP:0100818	C0575484	Long thorax
HP:0100819	C0021833	Intestinal fistula
HP:0100820	C0268731	Glomerulopathy
HP:0100821	C0238502	Urethrocele
HP:0100822	C0149771	Rectocele
HP:0100823	C4021962	Genital hernia
HP:0100825	C0007971	Cheilitis
HP:0100825	C4280288	Cheilitis
HP:0100826	C4021961	Neoplasm of the nail
HP:0100827	C0024282	Lymphocytosis
HP:0100828	C4021960	Increased T cell count
HP:0100829	C3665358	Galactorrhea
HP:0100830	C4021959	Round ear
HP:0100831	C4021958	Abnormality of vitamin K metabolism
HP:0100832	C0016242	Vitreous floaters
HP:0100832	C1720491	Vitreous floaters
HP:0100833	C0345832	Neoplasm of the small intestine
HP:0100834	C0009404	Neoplasm of the large intestine
HP:0100835	C0347509	Benign neoplasm of the central nervous system
